ngonngu,theloai_eng,theloai,tensach,hinhanh,tensach,tacgia,giaban,giamgia,giagoc,mota,nxb,hinhthuc,sobinhchon,sodanhgia,namxb
Tiếng Anh,Crafts and Hobbies,Hàng thủ công và sở thích,Fantasy Island Game & Puzzles,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9780709718840.jpg,Fantasy Island Game & Puzzles,Brown Watson,57,5,512.000đ,"Fantasy Island Game & Puzzles
Size: 297 x 210mm
Extent: 32pp Soft Cover",Brown Watson,Bìa Mềm,0,(0 đánh giá),2020
Tiếng Anh,Romance,Lãng mạn,Sense and Sensibility,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_194576.jpg,Sense and Sensibility,"Jane Austen,Ros Ballaster,Tony Tanner",126,10,140.000 đ,"Sense and Sensibility is Jane Austen's first published work, meticulously constructed and sparkling with her unique wit. This Penguin Classics edition is edited with an introduction by Ros Ballaster, University of Oxford
Marianne Dashwood wears her heart on her sleeve, and when she falls in love with the dashing but unsuitable John Willoughby she ignores her sister Elinor's warning that her impulsive behaviour leaves her open to gossip and innuendo. Meanwhile Elinor, always sensitive to social convention, is struggling to conceal her own romantic disappointment, even from those closest to her. Through their parallel experience of love - and its threatened loss - the sisters learn that sense must mix with sensibility if they are to find personal happiness in a society where status and money govern the rules of love. 
This edition also includes explanatory notes and textual variants between first and second edition.
Jane Austen (1775-1817) was extremely modest about her own genius but has become one of English literature's most famous women writers. Austen began writing at a young age, embarking on what is possibly her best-known work, Pride and Prejudice, at the age of 22. She was the author of Sense and Sensibility, Pride and Prejudice, Emma, Persuasion, Mansfield Park and Northanger Abbey.",Penguin Books Ltd,Bìa Mềm,0,(0 đánh giá),2/9/2004
Tiếng Anh,Poetry & Drama,Thơ và Kịch,Richard III,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_81777.jpg,Richard III,William Shakespeare,82,10,92.000 đ,"This timeless tragedy follows the bloody path of the ""rudely stamped"" Richard, Duke of Gloucester, who uses his murderous guile to achieve the throne of England. This edition features anoverview of Shakespeare's works by Sylvan Barnet, former Chairman of the English Department at Tufts University, as well as a comprehensive stage and screen history, dramatic criticism from the past and present, and sources from which Shakespeare derived this great work.""",Penguin Putnam Inc,Bìa Mềm,0,(0 đánh giá),2/5/2000
Tiếng Anh,Sport,Thể thao,Into Thin Air,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_142320.jpg,Into Thin Air,Jon Krakauer,178,10,198.000 đ,"One of the inspirations for the major motion picture Everest, starring Jake Gyllenhaal and Keira Knightley.

Jon Krakauer's Into Thin Air is the true story of a 24-hour period on Everest, when members of three separate expeditions were caught in a storm and faced a battle against hurricane-force winds, exposure, and the effects of altitude, which ended the worst single-season death toll in the peak's history.

In March 1996, Outside magazine sent veteran journalist and seasoned climber Jon Krakauer on an expedition led by celebrated Everest guide Rob Hall. Despite the expertise of Hall and the other leaders, by the end of summit day, eight people were dead. Krakauer's book is at once the story of the ill-fated adventure and an analysis of the factors leading up to its tragic end. Written within months of the events it chronicles, Into Thin Air clearly evokes the majestic Everest landscape. As the journey up the mountain progresses, Krakauer puts it in context by recalling the triumphs and perils of other Everest trips throughout history. The author's own anguish over what happened on the mountain is palpable as he leads readers to ponder timeless questions.",Pan MacMillan,Bìa Mềm,0,(0 đánh giá),1/7/2011
Tiếng Anh,Computing,Điện toán,Myths Of Social Media: Dismiss The Misconceptions And Use Social Media Effectively In Business (Business Myths),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244221.jpg,Myths Of Social Media: Dismiss The Misconceptions And Use Social Media Effectively In Business (Business Myths),"Michelle Carvill, Ian MacRae",320,5,186.000đ,"Myths Of Social Media: Dismiss The Misconceptions And Use Social Media Effectively In Business (Business Myths)

SHORTLISTED: Business Book Awards 2021 - Sales & Marketing

Everyone knows that social media is free, millennials are all adept social media experts, that businesses always have to be available 24/7 and ultimately none of it really matters, as the digital space is full of fake news and online messaging is seen as inauthentic. Don't they?

The use of social media as a business tool is dominated by falsehoods, fictions and fabrications. In Myths of Social Media, digital consultant Michelle Carvill and workplace psychologist Ian MacRae dismiss many of the most keenly-held misconceptions and instead, present the reality of social media best practice. Using helpful and instructive, sometimes entertaining and occasionally eye-watering examples of what you should and should not do, Myths of Social Media debunks the most commonly held myths and shows you how to use social media effectively for work and at work.",Kogan Page,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Medical,Y,The Massachusetts Eye and Ear Infirmary Illustrated Manual of Ophthalmology,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_24244.jpg,The Massachusetts Eye and Ear Infirmary Illustrated Manual of Ophthalmology,"Peter K Kaiser, Neil J Friedman, Roberto Pineda II",744,5,784.000 đ,"The Massachusetts Eye and Ear Infirmary Illustrated Manual of Ophthalmology is the must-have medical reference book for the ever-changing field of ophthalmology. Thoroughly updated to include the latest advances in the field, the fourth edition of this renowned manual features high-quality color images and an intuitive design for easy comprehension and reference. Ideal for ophthalmic practitioners and allied health professionals alike, this indispensable resource is your comprehensive guide for the speedy diagnosis and treatment of the most common eye disorders.",Saunders,Bìa Mềm,0,(0 đánh giá),9/4/2014
Tiếng Anh,Home & Garden,Trang chủ & Vườn,CT LaFosse & Alexander's  Origami Jewelry,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_141551.jpg,CT LaFosse & Alexander's  Origami Jewelry,Tuttle Shokai Inc,292,10,325.000 đ,"You'll be delighted at how quick, fun and inexpensive it is to make beautiful folded paper jewelry! Who knew that paper can be used to create such gorgeously wearable jewelry pieces? Learn to make your own lovely pendants, medallions, charms, bracelets, necklaces and earrings in minutes by following the detailed instructions in this new book from renowned origami artists, Michael G. LaFosse and Richard L. Alexander authors of the bestselling Money Origami Kit and LaFosse & Alexander's Origami Butterflies. The instructions and diagrams in this book are easy to follow, and the step-by-step video instructions on the free DVD show you how to quickly fold and assemble the paper pieces into exquisite jewellery. The papers and other materials needed are inexpensive and available in every craft store. Mix and match the paper components into sophisticated ensembles and create your own designs to match your hair and skin tones and wardrobe. All the pieces are coated with a simple starch-based paste, which provides remarkable strength and allows the jewelry to be worn for many years. LaFosse & Alexander's Origami Jewelry shows you how to make origami fashion jewellery that your friends will admire for its elegance, simplicity and ingenuity.",Tuttle Shokai Inc,Bìa Mềm,0,(0 đánh giá),27/10/2015
Tiếng Anh,Art & Photography,Nghệ thuật & Nhiếp ảnh,New York Cityscapes,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_27087.jpg,New York Cityscapes,"Karine Sayegh, Photographs by Jason Risorto, Photographs by Max Guliani",443,10,493.000 đ,"New York Cityscapes

New York City holds a special place in the hearts of its residents, but also in the imaginations of people from around the world. From the Statue of Liberty to the Empire State Building, to the Brooklyn Bridge, New York's landmarks are as familiar to most of us as our own backyards. Its streets and neighborhoods have become a shorthand for ideas like luxury (Park Avenue, Fifth Avenue), excellence in performance (Broadway, Carnegie Hall), and even an artistic/creative lifestyle (Soho). In this book, Peter Alessandria presents his favourite New York images, including his own personal photography and images created by six top shooters who have made their names on todays most popular photo-sharing site, Instagram. Packed with bold, colourful, inventive images, this book provides a fresh look at New York's classic beauty and ever-evolving character]",Amherst Media,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Travel & Holiday Guides,Hướng dẫn du lịch và kỳ nghỉ,DK Eyewitness Japan (Travel Guide),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_23563.jpg,DK Eyewitness Japan (Travel Guide),DK Travel,355,10,395.000 đ,"DK Eyewitness Japan (Travel Guide)



DK Eyewitness travel guides: award-winning guidebooks

Discover Japan with this essential travel guide, designed to help you create your own unique trip and to transport you to this fascinating country before you've even packed your case - catch the buzz of futuristic Tokyo, step back in time in Kyoto, hike in mountainous Hokkaido or snorkel in Okinawa's clear waters. The DK Eyewitness Guide Japan covers the must-see sights and the hidden backstreets, so you won't miss a thing.

- Gorgeous, all-new colour photography so you can imagine yourself there

- Reasons to love Japan: incredible culture, natural wonders, a unique culinary scene - what will yours be?

- See Japan from a different angle - 30 pages of fresh ideas for exploring this spectacular country

- A year-long calendar of events in Japan gives a selection of celebrations and festivals for all seasons

- Expert advice covers the practical stuff: get ready, get around and stay safe

- Detailed, colour maps help you navigate the country with ease

- Expert tips to make memories that last - where to snap and share the perfect photo, take in stunning views and escape the crowds

- The most authentic places to stay, eat, drink and shop

- Easy-to-follow walks and itineraries cover the whole country, with plenty of eat and drink stops en route

- Hand-drawn illustrations show the inside of the must-see attractions, including Tokyo's Senso-ji Temple, Kyoto's Nijo Castle and the majestic Himeji Castle

- Covers Tokyo; Central Honshu; Kyoto City; Western Honshu; Shikoku; Kyushu; Okinawa; Northern Honshu; and Hokkaido

DK Eyewitness Travel Guide Japan is a detailed, easy-to-use guide designed to help you create your own unique trip.

On a shorter trip? Try our DK Eyewitness Top 10 Tokyo.

About DK Eyewitness Travel: For 25 years, DK's beautifully practical Eyewitness guides have been combining inspiring ideas and expert advice with easy-to-read maps and vivid photography to inform and enrich your holiday. This year they have been given a stunning new look that you will love even more. DK is the world's leading illustrated reference publisher, producing beautifully designed books for adults and children in over 120 countries.",DK Travel,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Sport,Thể thao,Building the Perfect Fire: With or Without Matches in Any Weather,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_12954.jpg,Building the Perfect Fire: With or Without Matches in Any Weather,Miles Tanner,268,10,298.000 đ,"Building the Perfect Fire: With or Without Matches in Any Weather

This go-to-guide for turning wood into heat, including starting a fire with everything from flints to forearms in any type of weather; tinders easily found in nature; identifying and gathering the best kindling and types of wood; efficient splitting and stacking configurations for different needs, such as cooking; and how to safely put out a blaze.

Not just for survival, Building the Perfect Fire will also discuss using wood to create a welcoming fire, such as the crackling from birch wood or the colorful flames from an old apple tree.",Black Dog & Leventhal,Bìa Cứng,0,(0 đánh giá),2019
Tiếng Anh,Art & Photography,Nghệ thuật & Nhiếp ảnh,Great Designs: The World's Best Design Explored and Explained,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_19674.jpg,Great Designs: The World's Best Design Explored and Explained,DK,355,10,395.000 đ,"Great Designs: The World's Best Design Explored and Explained


A lavishly illustrated guide to the history of design, this book showcases more than 100 of the most groundbreaking and important design classics ever created - from the 1860s to the present.

Discover the story of design and its evolution from the industrial revolution to the modern day - from William Morris wallpaper and the Swiss Army Knife to 21st-century icons of design such as the Apple iPad and Philippe Starck's Masters Chair.

With stunning photography and useful explanatory pull-outs of characteristic features, each entry shows you the numerous ways in which art and engineering have created products that are both functional and beautiful. Comprehensive profiles of each celebrated design explain why each one was created, and who for, and how innovations in technology and materials made its creation possible.

Covering design from the everyday to the avant-garde, and from interior design to furniture, glassware, tableware, textiles, cars, electronics, and graphics, Great Designs is perfect for anyone who loves beautiful objects.",DK,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Poetry & Drama,Thơ và Kịch,Othello,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_2384.jpg,Othello,Simon & Schuster,91,5,252.000đ,"Folger Shakespeare Library  The world's leading center for Shakespeare studies  Each edition includes: 
 • Freshly edited text based on the best early printed version of the play  • Full explanatory notes conveniently placed on pages facing the text of the play  • Scene-by-scene plot summaries  • A key to famous lines and phrases  • An introduction to reading Shakespeare's language  • An essay by an outstanding scholar providing a modern perspective on the play  • Illustrations from the Folger Shakespeare Library's vast holdings of rare books  Essay by Susan Snyder  The Folger Shakespeare Library in Washington, D.C., is home to the world's largest collection of Shakespeare's printed works, and a magnet for Shakespeare scholars from around the globe. In addition to exhibitions open to the public throughout the year, the Folger offers a full calendar of performances and programs.",Simon & Schuster,Bìa Mềm,0,(0 đánh giá),1993/07
Tiếng Anh,Entertainment,Giải trí,TRUMBO (Movie Tie-In Edition),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_119961.jpg,TRUMBO (Movie Tie-In Edition),Bruce Cook,242,10,269.000 đ,"ONE OF BUSTLE'S BOOKS TO READ BEFORE OSCAR SEASON IS OVER
 
The true story that inspired the major motion picture starring Bryan Cranston and Helen Mirren.

Dalton Trumbo was the central figure in the ""Hollywood Ten,"" the blacklisted and jailed screenwriters. One of several hundred writers, directors, producers, and actors who were deprived of the opportunity to work in the motion picture industry from 1947 to 1960, he was the first to see his name on the screen again. When that happened, it was Exodus, one of the year's biggest movies.
This intriguing biography shows that all his life Trumbo was a radical of the homegrown, independent variety. From his early days in Colorado, where his grandfather was a county sheriff, to Los Angeles, where he organized a bakery strike, to bootlegging, to Hollywood, where he was the highest-paid screenwriter when he was blacklisted (and a man with constant money problems), his life rivaled anything he had written. His credits include Kitty Foyle, The Brave One, Thirty Seconds Over Tokyo, Spartacus, Lonely are the Brave, and Papillon, and he is the author of a power pacifist novel, Johnny Got His Gun.",Grand Central Publishing,Bìa Mềm,0,(0 đánh giá),9/8/2015
Tiếng Anh,Poetry & Drama,Thơ và Kịch,Lullabies,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_189000.jpg,Lullabies,Andrews McMeel Publishing,246,10,274.000 đ,"Lullabies

Set to a musical theme, love's poetic journey in this new, original collection begins with a Prelude and travels through Duet, Interlude, and Requiem with an Encore popular piece from the best-selling Love & Misadventure. Lang Leav's evocative poetry speaks to the soul of anyone who is on this journey.

Leav has an unnerving ability to see inside the hearts and minds of her readers. Her talent for translating complex emotions with astonishing simplicity has won her a cult following of devoted fans from all over the world.

Lang Leav is a poet and internationally exhibiting artist.

* Huge Crossover Audience: Hits the sweet spot of YA/Adult crossover appeal hitting both the teen fiction and love poetry bestseller lists at multiple online retailers. This is the perfect keepsake book for fans of Haruki Murakami, David Levithan, John Green, and Jenny Han.

* Untapped potential:Leav has achieved a considerable amount of success with just her online profile (more than 150,000 Tumblr subscribers and 67,000+ Facebook fans; 374K Instagram followers and 214K Twitter followers). Her popularity has grown exponentially as fans share favourite poems with each other online.

* UK Sales of Love & Misadventure 26K+ copies to date and growing",Andrews McMeel Publishing,Bìa Mềm,0,(0 đánh giá),2014
Tiếng Anh,Natural History,Lịch sử tự nhiên,A Perfect Planet,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_234718.jpg,A Perfect Planet,"Huw Cordey, Alastair Fothergill",458,10,509.000 đ,"A Perfect Planet

There is no place like home.

The conditions of Earth are not just good for life, they are perfect. Everything about our planet - its size, its distance from the Sun, its spin and tilt, its moon - is perfectly suited to our existence, and our planet's forces serve to nurture its spectacular biodiversity. A Perfect Planet shows in stunning detail how Earth has always been more than the sum of its parts. Unlike any other astronomical body, it is a living world.

Focusing on four key natural forces - global weather systems distributing fresh water to all corners; marine currents delivering nutrients to the deepest reaches of the ocean; solar energy warming and electrifying everything it touches; and volcanic activity fertilising the earth's surface - Huw Cordey reveals to us new levels of this living world, a place populated with astonishing characters living remarkable lives. From Arctic wolves prowling moonlit landscapes or wood frogs, frozen in winter and magically thawing back to life, to flamingos flying thousands of miles to a vast volcanic lake in Africa to breed, we see time and again how animals are perfectly adapted to whatever the environment throws at them.

Packed with over 250 full-colour images, and including a foreword by Alastair Fothergill and stills from the BBC series' spectacular footage, A Perfect Planet is a stunning exploration of life on Earth - life that is increasingly precious and rare.",BBC Books,Bìa Cứng,0,(0 đánh giá),2020
Tiếng Anh,Poetry & Drama,Thơ và Kịch,Hamlet,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_43953.jpg,Hamlet,Peterson's Guides,116,10,129.000 đ,"Hamlet

Here are the books that help teach Shakespeare plays without the teacher constantly needing to explain and define Elizabethan terms, slang, and other ways of expression that are different from our own. Each play is presented with Shakespeare's original lines on each left-hand page, and a modern, easy-to-understand ""translation"" on the facing right-hand page. All dramas are complete, with every original Shakespearian line, and a full-length modern rendition of the text. These invaluable teaching-study guides also include:

- Helpful background information that puts each play in its historical perspective.

- Discussion questions that teachers can use to spark student class participation, and which students can use as springboards for their own themes and term papers.

- Fact quizzes, sample examinations, and other features that improve student comprehension of what each play is about.",Peterson's Guides,Bìa Mềm,0,(0 đánh giá),1986
Tiếng Anh,Home & Garden,Trang chủ & Vườn,#Team Bride: How To Plan The Perfect Party For Your BFF,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_29993.jpg,#Team Bride: How To Plan The Perfect Party For Your BFF,"Charlotte Brabbin, Shutterstock, Sim Greenaway",100,10,112.000 đ,"#Team Bride: How To Plan The Perfect Party For Your BFF

#TEAMBRIDE is the essential handbook to make sure your BFF has the hen party of her dreams!

Look no further for the perfect hen party keepsake for your #teambride!

Perfect for party bags, this cute book is packed with quizzes and games; party planning inspiration, checklists, and décor ideas; advice for the bride-to-be; disaster management solutions for last minute wobbles; rude recipes; and a memory section to tell the story of your friendship and capture those once-in-a-lifetime hen memories.

Don’t waste hours party-planning online when you can get all the fun you need in one adorable little book!",HarperCollins,Bìa Cứng,0,(0 đánh giá),2019
Tiếng Anh,Medical,Y,How To Make A Vaccine: An Essential Guide For COVID-19 And Beyond,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9780226792514.jpg,How To Make A Vaccine: An Essential Guide For COVID-19 And Beyond,The University of Chicago Press,398,5,419.000 đ,"How To Make A Vaccine: An Essential Guide For COVID-19 And Beyond
Distinguished expert in vaccine development John Rhodes tells the story of the first approved COVID-19 vaccines and offers an essential, up-to-the-minute primer on how scientists discover, test, and distribute vaccines.
As the COVID-19 pandemic has affected every corner of the world, changing our relationship to our communities, to our jobs, and to each other, the most pressing question has been—when will it end? Researchers around the globe are urgently trying to answer this question by racing to test and distribute a vaccine that could end the greatest public health threat of our time.  In How to Make a Vaccine, an expert who has firsthand experience developing vaccines tells an optimistic story of how three hundred years of vaccine discovery and a century and a half of immunology research have come together at this powerful moment—and will lead to multiple COVID-19 vaccines.
Dr. John Rhodes draws on his experience as an immunologist, including working alongside a young Anthony Fauci, to unravel the mystery of how vaccines are designed, tested, and produced at scale for global deployment. Concise and accessible, this book describes in everyday language how the immune system evolved to combat infection, how viruses responded by evolving ways to evade our defenses, and how vaccines do their work. That history, and the pace of current research developments, make Rhodes hopeful that multiple vaccines will protect us. Today the complex workings of the immune system are well understood. The tools needed by biomedical scientists stand ready to be used, and more than 160 vaccine candidates have already been produced. But defeating COVID-19 won’t be the end of the story: Rhodes describes how discoveries today are also empowering scientists to combat future threats to global health, including a recent breakthrough in the development of genetic vaccines, which have never before been used in humans.
As the world prepares for a vaccine, Rhodes offers a current and informative look at the science and strategies that deliver solutions to the crisis.",The University of Chicago Press,Bìa Mềm,30569,(0 đánh giá),2021
Tiếng Anh,Art & Photography,Nghệ thuật & Nhiếp ảnh,DIY Temporary Tattoo Art,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195853.jpg,DIY Temporary Tattoo Art,Adams Media Corporation,234,10,261.000 đ,"DIY Temporary Tattoo Art

From YouTube personality KL Cao (IamKayElle) comes the first step-by-step temporary tattoo book to help you rock a variety of on-trend tattoo styles for any occasion.

Free spirits can now match their body art to their mood-and be ready to accessorize for the moment, no matter where, what, or when!

In DIY Temporary Tattoo Art, vlogger and fashionista KL Cao uses a variety of easy-to-find materials like tissue paper, pressed flowers, gold leaf, henna ink, and more to give you what you need to amp up your style. Her thirty-five simple temporary tattoo projects include flash (metallic/shimmering), black-light reactive, watercolor style, freckle temporary tattoos, henna tattoos, and many more!

So whether you want to rock glow-in-the-dark armbands at the club or show off your flower power in full force at a music festival, DIY Temporary Tattoos can help you make a statement without saying a word.",Adams Media Corporation,Bìa Mềm,0,(0 đánh giá),2017
Tiếng Anh,Travel & Holiday Guides,Hướng dẫn du lịch và kỳ nghỉ,"Quit Like a Millionaire: No Gimmicks, Luck, or Trust Fund Required",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_27016.jpg,"Quit Like a Millionaire: No Gimmicks, Luck, or Trust Fund Required",Kristy Shen,269,5,129.000đ,"Quit Like a Millionaire: No Gimmicks, Luck, or Trust Fund Required

From two leaders of the FIRE (Financial Independence, Retire Early) movement, a bold, contrarian guide to retiring at any age, with a reproducible formula to financial independence

A bull***t-free guide to growing your wealth, retiring early, and living life on your own terms

Kristy Shen retired with a million dollars at the age of thirty-one, and she did it without hitting a home run on the stock market, starting the next Snapchat in her garage, or investing in hot real estate. Learn how to cut down on spending without decreasing your quality of life, build a million-dollar portfolio, fortify your investments to survive bear markets and black-swan events, and use the 4 percent rule and the Yield Shield--so you can quit the rat race forever. Not everyone can become an entrepreneur or a real estate baron; the rest of us need Shen's mathematically proven approach to retire decades before sixty-five.",TarcherPerigee,Bìa Mềm,0,(0 đánh giá),2019
Tiếng Anh,Art & Photography,Nghệ thuật & Nhiếp ảnh,CA (Contemporary Architecture) No.1,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_175135.jpg,CA (Contemporary Architecture) No.1,"ARCHIWORLD CO., LTD.",720,10,800.000 đ,"CA(Contemporary Architecture) No.2

- Size: 22cm x 30cm

- Pages: 280

- Language: English, Korean

- Cover: Hardback

CONTENTS:

Culture Facilities / 문화시설  

Valencia Opera House 발렌시아 오페라 하우스 

Denver Art Museum 덴버 미술관 

Canadia War Museum 캐나다 전쟁 박물관  

Museum of the Quai Braniy 케 브랑리 박물관 

The National Art Center 국립아트센터  

Baik Soon-shil Museum (Keum SanGallery) 백순실 미술관 (금산갤러리) 

Gyeonggi Museum of Art 경기도 미술관  

Tan Tan Story House 탄탄스토리 하우스 

Gallery LOOP 갤러리 루프  

The Bronx Museum of the Arts 브롱크스 미술관 

Fuenlabrada Emblematic CulturalCenter 무엔라브라다 상정 문화센터  

Commerce Facilities / 상업시설  

Maison Hermes Dosan Park 메종 에르메스 도산 파크  

The Iceberg 아이스버그  

Jagalchi Market 자갈치 시장  

W＆H Building 더블유 앤 에이치 빌딩  

I like Dalki Ⅱ 딸기가 좋아 Ⅱ  

Paseo los Trapenses Commercial Center 로스 트리펜센스가 상업센터 

BMW Used Car Center BMW 중고차 센터  

Daechi dong Oojunga 대치동 우전기  

Medical Facilites / 의료시설 

MIR Denlal Hospital 첨단미르치과병원  

Cha Women′s and Children′s Hospital 분당 차여성병원  

Maggie′s Center Fife 메기 센터 파이프 

Ansan Choongang General Hospital Pneumoconiosis Ward 안산중앙병원 진폐전문병동  

Religion＆Assembly Facilities / 종교＆집회 시설  

Soongin Church 숭인 교회  

Church of Santo Volto 산 불토 성당 

Hosanna Church 호신나 교회 

Eunpyeong Church 대한예수교장로회 은평 교회  

Gwangjin-gu Concert Hall Seoul-AX 광진공연장 Seoul-AX","ARCHIWORLD CO., LTD.",Bìa Cứng,0,(0 đánh giá),2018
Tiếng Anh,Natural History,Lịch sử tự nhiên,"Chicken Soup For The Soul: The Dog Did What?: 101 Amazing Stories Of Magical Moments, Miracles And... Mayhem",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9781611599374.jpg,"Chicken Soup For The Soul: The Dog Did What?: 101 Amazing Stories Of Magical Moments, Miracles And... Mayhem",Chicken Soup for the Soul,216,10,241.000 đ,"Chicken Soup For The Soul: The Dog Did What?: 101 Amazing Stories Of Magical Moments, Miracles And... Mayhem

What has that dog done now? You’ll recognize your own dog in this entertaining collection of stories about our canine companions, with chapters about dogs that save lives, dogs that help people heal, dogs with uncanny intuition, goofy dogs, and even bad, bad dogs!

With a special emphasis on the benefits and joys of adopting abandoned and rescue dogs, these loving stories will amaze you and put a smile on your face. Most of them will make you laugh out loud, some will make you tear up a little, and others will have you nodding your head in recognition, as you see your own dog in a new light.

Join Miranda Lambert and Chicken Soup for the Soul in supporting the American Humane Association by adding this book to your library or giving it as a gift to a fellow dog lover.",Chicken Soup for the Soul,Bìa Mềm,0,(0 đánh giá),2014
Tiếng Anh,"Science Fiction, Fantasy & Horror","Khoa học viễn tưởng, tưởng tượng và kinh dị",Arrival (Stories of Your Life MTI),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_121365.jpg,Arrival (Stories of Your Life MTI),Vintage,268,5,129.000đ,"Previously published as Stories of Your Life and Others. Includes ""Story Of Your Life,"" the basis for the major motion picture Arrival, starring Amy Adams, Forest Whitaker, Jeremy Renner, and directed by Denis Villeneuve.

""Shining, haunting, mind-blowing tales . . . Ted Chiang is so exhilarating, so original, so stylish he just leaves you speechless."" —Junot Díaz 

Ted Chiang has long been known as one of the most powerful science fiction writers working today. Offering readers the dual delights of the very strange and the heartbreakingly familiar, Arrival presents characters who must confront sudden change. In ""Story of Your Life,"" which provides the basis for the film Arrival, alien lifeforms suddenly appear on Earth. When a linguist is brought in to help communicate with them and discern their intentions, her new knowledge of their language and its nonlinear structure allows her to see future events and all the joy and pain they may bring. In each story of this incredible collection, with sharp intelligence and humor, Ted Chiang examines what it means to be alive in a world marked by uncertainty, but also by wonder.",Vintage,Bìa Mềm,0,(0 đánh giá),11/1/2016
Tiếng Anh,Medical,Y,How To Master Nursing Calculations: Improve Your Maths And Make Sense Of Drug Dosage Charts,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_244388.jpg,How To Master Nursing Calculations: Improve Your Maths And Make Sense Of Drug Dosage Charts,Chris John Tyreman,249,10,277.000 đ,"How To Master Nursing Calculations: Improve Your Maths And Make Sense Of Drug Dosage Charts

For the maths-phobic, this 2nd edition of the best-selling How to Master Nursing Calculations, is ideal practice for learning key numeracy skills. The perfect companion for your training and in the first few crucial years of your career, it builds your competency through practice, revision and every day examples. Contents includes a review of the basics, clear illustrations of instrument scales, medical administration records and pharmaceutical labels as well as a detailed guide to reading drug dosage charts.

Including a brand new list of important abbreviations and a section on how to make drug calculations without equations - requiring little mathematical knowledge - How to Master Nursing Calculations, 2nd edition, will help you master complex dosages and turn you into a maths whiz.",Kogan Page,Bìa Mềm,0,(0 đánh giá),2013
